Date,Time,SpO2 (%),PR (BPM),PAI (%)
7/26/2025,23:43:36,96,47,0.97
7/26/2025,23:43:37,96,48,0.99
7/26/2025,23:43:38,96,46,0.98
7/26/2025,23:43:39,95,44,0.97
7/26/2025,23:43:40,95,44,0.96
7/26/2025,23:43:41,95,43,0.96
7/26/2025,23:43:42,95,42,0.95
7/26/2025,23:43:43,95,42,0.97
7/26/2025,23:43:44,94,42,0.96
7/26/2025,23:43:45,94,41,0.95
7/26/2025,23:43:46,94,41,0.97
7/26/2025,23:43:47,94,41,1.09
7/26/2025,23:43:48,94,41,1.15
7/26/2025,23:43:49,94,41,1.07
7/26/2025,23:43:50,94,41,0.99
7/26/2025,23:43:51,94,40,0.96
7/26/2025,23:43:52,94,40,0.98
7/26/2025,23:43:53,95,41,0.99
7/26/2025,23:43:54,95,40,0.99
7/26/2025,23:43:55,95,40,0.99
7/26/2025,23:43:56,95,40,0.99
7/26/2025,23:43:57,95,40,1.02
7/26/2025,23:43:58,95,40,1.04
7/26/2025,23:43:59,96,40,1.05
7/26/2025,23:44:00,96,40,0.94
7/26/2025,23:44:01,96,40,0.95
7/26/2025,23:44:02,96,40,0.88
7/26/2025,23:44:03,96,40,0.83
7/26/2025,23:44:04,96,40,0.83
7/26/2025,23:44:05,96,40,0.83
7/26/2025,23:44:06,96,40,0.83
7/26/2025,23:44:07,96,40,0.88
7/26/2025,23:44:08,96,40,0.88
7/26/2025,23:44:09,96,41,0.88
7/26/2025,23:44:10,96,41,0.92
7/26/2025,23:44:11,96,41,0.94
7/26/2025,23:44:12,96,43,0.93
7/26/2025,23:44:13,96,45,0.93
7/26/2025,23:44:14,96,45,0.97
7/26/2025,23:44:15,96,47,1.02
7/26/2025,23:44:16,96,47,1.02
7/26/2025,23:44:17,96,47,1.02
7/26/2025,23:44:18,96,49,1.04
7/26/2025,23:44:19,96,49,1.02
7/26/2025,23:44:20,96,49,1.01
7/26/2025,23:44:21,96,46,0.98
7/26/2025,23:44:22,96,44,0.94
7/26/2025,23:44:23,96,43,0.94
7/26/2025,23:44:24,96,43,0.88
7/26/2025,23:44:25,96,43,0.89
7/26/2025,23:44:26,96,42,0.91
7/26/2025,23:44:27,96,42,0.93
7/26/2025,23:44:28,97,43,1
7/26/2025,23:44:29,97,42,0.97
7/26/2025,23:44:30,97,42,0.95
7/26/2025,23:44:31,97,42,0.98
7/26/2025,23:44:32,96,42,0.97
7/26/2025,23:44:33,96,42,0.91
7/26/2025,23:44:34,96,41,0.98
7/26/2025,23:44:35,96,42,1.05
7/26/2025,23:44:36,96,42,1.05
7/26/2025,23:44:37,96,43,1.06
7/26/2025,23:44:38,97,46,1
7/26/2025,23:44:39,97,46,0.96
7/26/2025,23:44:40,97,46,1
7/26/2025,23:44:41,97,45,1.01
7/26/2025,23:44:42,97,45,1
7/26/2025,23:44:43,97,44,0.99
7/26/2025,23:44:44,97,43,1.01
7/26/2025,23:44:45,96,43,1.03
7/26/2025,23:44:46,96,43,1.01
7/26/2025,23:44:47,96,42,0.97
7/26/2025,23:44:48,96,41,0.95
7/26/2025,23:44:49,96,41,1.01
7/26/2025,23:44:50,96,41,1.01
7/26/2025,23:44:51,96,41,1
7/26/2025,23:44:52,96,41,1
7/26/2025,23:44:53,96,41,0.99
7/26/2025,23:44:54,96,41,1.04
7/26/2025,23:44:55,96,41,1.08
7/26/2025,23:44:56,96,40,1.07
7/26/2025,23:44:57,96,40,1.06
7/26/2025,23:44:58,96,40,1.06
7/26/2025,23:44:59,96,42,1.08
7/26/2025,23:45:00,96,41,1.09
7/26/2025,23:45:01,96,41,1.03
7/26/2025,23:45:02,96,41,0.99
7/26/2025,23:45:03,96,41,1.09
7/26/2025,23:45:04,96,41,1.14
7/26/2025,23:45:05,96,41,1.14
7/26/2025,23:45:06,96,41,1.14
7/26/2025,23:45:07,96,42,1.06
7/26/2025,23:45:08,96,42,1.08
7/26/2025,23:45:09,96,42,1.08
7/26/2025,23:45:10,96,42,1.06
7/26/2025,23:45:11,96,42,1.07
7/26/2025,23:45:12,96,42,1.07
7/26/2025,23:45:13,96,41,1.08
7/26/2025,23:45:14,96,41,1.05
7/26/2025,23:45:15,96,41,1.05
7/26/2025,23:45:16,96,41,1.07
7/26/2025,23:45:17,96,41,1.07
7/26/2025,23:45:18,96,41,1.09
7/26/2025,23:45:19,96,42,1.1
7/26/2025,23:45:20,96,42,1.11
7/26/2025,23:45:21,96,42,1.14
7/26/2025,23:45:22,96,42,1.14
7/26/2025,23:45:23,96,42,1.14
7/26/2025,23:45:24,96,43,1.12
7/26/2025,23:45:25,96,43,1.06
7/26/2025,23:45:26,96,43,1.01
7/26/2025,23:45:27,96,43,1.13
7/26/2025,23:45:28,96,42,1.08
7/26/2025,23:45:29,96,42,1.07
7/26/2025,23:45:30,96,42,1.08
7/26/2025,23:45:31,96,43,1.09
7/26/2025,23:45:32,96,43,1.11
7/26/2025,23:45:33,96,43,1.09
7/26/2025,23:45:34,96,43,1.08
7/26/2025,23:45:35,96,43,1.06
7/26/2025,23:45:36,96,43,1.07
7/26/2025,23:45:37,96,43,1.08
7/26/2025,23:45:38,96,43,1.04
7/26/2025,23:45:39,96,43,1.05
7/26/2025,23:45:40,96,43,1.06
7/26/2025,23:45:41,96,43,1.06
7/26/2025,23:45:42,96,43,0.92
7/26/2025,23:45:43,96,43,0.92
7/26/2025,23:45:44,96,43,0.95
7/26/2025,23:45:45,96,43,1.01
7/26/2025,23:45:46,96,43,1
7/26/2025,23:45:47,96,43,1.08
7/26/2025,23:45:48,96,43,0.94
7/26/2025,23:45:49,96,43,0.92
7/26/2025,23:45:50,95,43,0.9
7/26/2025,23:45:51,95,43,0.91
7/26/2025,23:45:52,95,43,0.92
7/26/2025,23:45:53,95,43,0.8
7/26/2025,23:45:54,95,43,0.71
7/26/2025,23:45:55,95,43,0.82
7/26/2025,23:45:56,96,43,0.86
7/26/2025,23:45:57,96,43,0.99
7/26/2025,23:45:58,96,43,0.95
7/26/2025,23:45:59,94,43,0.84
7/26/2025,23:46:00,94,43,0.91
7/26/2025,23:46:01,94,43,0.98
7/26/2025,23:46:02,94,43,0.89
7/26/2025,23:46:03,94,44,0.82
7/26/2025,23:46:04,94,44,0.86
7/26/2025,23:46:05,95,44,0.89
7/26/2025,23:46:06,95,44,1.14
7/26/2025,23:46:07,95,44,1.07
7/26/2025,23:46:08,95,44,1.12
7/26/2025,23:46:09,95,45,1.12
7/26/2025,23:46:10,95,45,0.97
7/26/2025,23:46:11,95,45,0.96
7/26/2025,23:46:12,96,44,0.97
7/26/2025,23:46:13,96,44,0.93
7/26/2025,23:46:14,96,44,0.91
7/26/2025,23:46:15,96,44,0.86
7/26/2025,23:46:16,95,44,0.99
7/26/2025,23:46:17,95,44,1
7/26/2025,23:46:18,96,44,1.2
7/26/2025,23:46:19,95,44,1.09
7/26/2025,23:46:20,95,44,0.94
7/26/2025,23:46:21,96,44,0.9
7/26/2025,23:46:22,96,44,0.82
7/26/2025,23:46:23,96,44,0.82
7/26/2025,23:46:24,97,45,0.79
7/26/2025,23:46:25,97,46,0.77
7/26/2025,23:46:26,97,46,0.77
7/26/2025,23:46:27,97,54,0.78
7/26/2025,23:46:28,97,58,0.78
7/26/2025,23:46:29,97,58,0.89
7/26/2025,23:46:30,98,60,1.07
7/26/2025,23:46:31,97,60,1.01
7/26/2025,23:46:32,97,60,0.81
7/26/2025,23:46:33,97,62,0.84
7/26/2025,23:46:34,96,62,0.88
7/26/2025,23:46:35,96,65,0.82
7/26/2025,23:46:36,96,65,0.82
7/26/2025,23:46:37,96,65,0.82
7/26/2025,23:46:38,96,65,0.82
7/26/2025,23:46:39,96,65,0.82
7/26/2025,23:46:40,96,65,0.82
7/26/2025,23:46:41,96,65,0.79
7/26/2025,23:46:42,96,65,0.94
7/26/2025,23:46:43,96,65,1.08
7/26/2025,23:46:44,96,65,0.99
7/26/2025,23:46:45,96,65,0.75
7/26/2025,23:46:46,97,67,0.83
7/26/2025,23:46:47,98,67,0.87
7/26/2025,23:46:48,98,67,0.76
7/26/2025,23:46:49,98,68,0.76
7/26/2025,23:46:50,98,68,0.94
7/26/2025,23:46:51,98,68,0.97
7/26/2025,23:46:52,98,68,0.97
7/26/2025,23:46:53,98,69,0.97
7/26/2025,23:46:54,98,69,0.97
7/26/2025,23:46:55,97,70,1.03
7/26/2025,23:46:56,97,70,1.09
7/26/2025,23:46:57,95,70,1.81
7/26/2025,23:46:58,95,70,2.1
7/26/2025,23:46:59,95,70,2.54
7/26/2025,23:47:00,95,70,2.34
7/26/2025,23:47:01,95,70,2.28
7/26/2025,23:47:02,95,70,1.66
7/26/2025,23:47:03,95,70,1.52
7/26/2025,23:47:04,95,70,1.32
7/26/2025,23:47:05,95,70,1.2
7/26/2025,23:47:06,94,70,1.29
7/26/2025,23:47:07,94,70,1.66
7/26/2025,23:47:08,94,70,2.08
7/26/2025,23:47:09,94,70,1.87
7/26/2025,23:47:10,94,70,1.74
7/26/2025,23:47:11,94,70,1.64
7/26/2025,23:47:12,94,70,1.41
7/26/2025,23:47:13,94,70,1.24
7/26/2025,23:47:14,94,69,0.98
7/26/2025,23:47:15,94,69,0.79
7/26/2025,23:47:16,94,69,0.81
7/26/2025,23:47:17,96,69,1.08
7/26/2025,23:47:18,96,69,1.21
7/26/2025,23:47:19,96,69,1.08
7/26/2025,23:47:20,96,69,1.01
7/26/2025,23:47:21,96,69,0.91
7/26/2025,23:47:22,96,68,0.86
7/26/2025,23:47:23,96,68,0.85
7/26/2025,23:47:24,96,67,0.88
7/26/2025,23:47:25,96,65,0.88
7/26/2025,23:47:26,96,65,0.88
7/26/2025,23:47:27,96,61,0.8
7/26/2025,23:47:28,96,59,0.8
7/26/2025,23:47:29,96,59,0.8
7/26/2025,23:47:30,96,59,0.8
7/26/2025,23:47:31,96,59,0.63
7/26/2025,23:47:32,96,59,0.42
7/26/2025,23:47:33,96,59,0.28
7/26/2025,23:47:34,96,59,0.25
7/26/2025,23:47:35,96,59,0.23
7/26/2025,23:47:36,96,59,0.21
7/26/2025,23:47:37,96,59,0.21
7/26/2025,23:47:38,96,59,0.21
7/26/2025,23:47:39,96,59,0.21
7/26/2025,23:47:40,96,59,0.21
7/26/2025,23:47:41,96,59,0.25
7/26/2025,23:47:42,96,59,0.28
7/26/2025,23:47:43,96,59,0.36
7/26/2025,23:47:44,96,59,0.54
7/26/2025,23:47:45,96,59,0.63
7/26/2025,23:47:46,96,59,0.72
7/26/2025,23:47:47,96,54,0.8
7/26/2025,23:47:48,96,54,0.8
7/26/2025,23:47:49,96,53,0.81
7/26/2025,23:47:50,96,51,0.84
7/26/2025,23:47:51,96,51,0.9
7/26/2025,23:47:52,96,50,0.92
7/26/2025,23:47:53,95,47,0.92
7/26/2025,23:47:54,95,47,0.92
7/26/2025,23:47:55,95,46,0.92
7/26/2025,23:47:56,95,46,0.84
7/26/2025,23:47:57,95,46,0.83
7/26/2025,23:47:58,95,45,0.83
7/26/2025,23:47:59,95,47,1.13
7/26/2025,23:48:00,95,47,1.04
7/26/2025,23:48:01,95,47,1.01
7/26/2025,23:48:02,95,48,0.92
7/26/2025,23:48:03,95,48,0.85
7/26/2025,23:48:04,95,48,0.84
7/26/2025,23:48:05,95,48,0.81
7/26/2025,23:48:06,95,48,0.69
7/26/2025,23:48:07,95,48,0.6
7/26/2025,23:48:08,95,48,0.59
7/26/2025,23:48:09,95,48,0.66
7/26/2025,23:48:10,95,48,0.58
7/26/2025,23:48:11,95,48,0.63
7/26/2025,23:48:12,95,48,0.76
7/26/2025,23:48:13,95,48,0.81
7/26/2025,23:48:14,95,48,0.93
7/26/2025,23:48:15,95,48,0.9
7/26/2025,23:48:16,95,48,0.81
7/26/2025,23:48:17,95,47,0.88
7/26/2025,23:48:18,95,46,0.9
7/26/2025,23:48:19,95,46,0.86
7/26/2025,23:48:20,95,45,0.86
7/26/2025,23:48:21,94,44,0.86
7/26/2025,23:48:22,94,44,0.86
7/26/2025,23:48:23,94,44,0.77
7/26/2025,23:48:24,94,44,0.74
7/26/2025,23:48:25,94,44,0.36
7/26/2025,23:48:26,94,44,0.25
7/26/2025,23:48:27,94,44,0.24
7/26/2025,23:48:28,94,44,0.28
7/26/2025,23:48:29,94,44,0.26
7/26/2025,23:48:30,94,43,0.27
7/26/2025,23:48:31,94,43,0.27
7/26/2025,23:48:32,94,43,0.32
7/26/2025,23:48:33,94,43,0.38
7/26/2025,23:48:34,94,43,0.42
7/26/2025,23:48:35,94,43,0.51
7/26/2025,23:48:36,94,43,0.59
7/26/2025,23:48:37,95,43,0.63
7/26/2025,23:48:38,95,43,0.59
7/26/2025,23:48:39,95,42,0.54
7/26/2025,23:48:40,95,42,0.56
7/26/2025,23:48:41,95,42,0.6
7/26/2025,23:48:42,95,41,0.65
7/26/2025,23:48:43,96,41,0.67
7/26/2025,23:48:44,96,41,0.69
7/26/2025,23:48:45,96,41,0.76
7/26/2025,23:48:46,96,41,0.76
7/26/2025,23:48:47,96,41,0.79
7/26/2025,23:48:48,96,41,0.8
7/26/2025,23:48:49,96,41,0.79
7/26/2025,23:48:50,95,40,0.78
7/26/2025,23:48:51,95,40,0.78
7/26/2025,23:48:52,96,40,0.78
7/26/2025,23:48:53,96,40,0.79
7/26/2025,23:48:54,96,40,0.7
7/26/2025,23:48:55,96,40,0.73
7/26/2025,23:48:56,96,40,0.8
7/26/2025,23:48:57,96,40,0.86
7/26/2025,23:48:58,96,40,1.04
7/26/2025,23:48:59,96,40,1.1
7/26/2025,23:49:00,96,40,1.02
7/26/2025,23:49:01,96,40,0.97
7/26/2025,23:49:02,96,40,0.95
7/26/2025,23:49:03,96,40,0.83
7/26/2025,23:49:04,96,40,0.86
7/26/2025,23:49:05,96,41,0.77
7/26/2025,23:49:06,96,41,0.78
7/26/2025,23:49:07,96,41,0.78
7/26/2025,23:49:08,96,41,0.9
7/26/2025,23:49:09,96,41,0.8
7/26/2025,23:49:10,96,41,0.79
7/26/2025,23:49:11,97,41,0.84
7/26/2025,23:49:12,97,42,0.87
7/26/2025,23:49:13,97,42,0.91
7/26/2025,23:49:14,97,42,0.92
7/26/2025,23:49:15,96,42,0.87
7/26/2025,23:49:16,96,42,0.8
7/26/2025,23:49:17,96,43,0.65
7/26/2025,23:49:18,96,42,0.6
7/26/2025,23:49:19,96,42,0.57
7/26/2025,23:49:20,96,42,0.55
7/26/2025,23:49:21,96,42,0.3
7/26/2025,23:49:22,96,42,0.09
7/26/2025,23:49:23,96,42,0.05
7/26/2025,23:49:24,96,42,0.05
7/26/2025,23:49:25,96,42,0.05
7/26/2025,23:49:26,96,42,0.05
7/26/2025,23:49:27,96,42,0.06
7/26/2025,23:49:28,96,42,0.06
7/26/2025,23:49:29,96,42,0.06
7/26/2025,23:49:30,96,42,0.05
7/26/2025,23:49:31,96,42,0.05
7/26/2025,23:49:32,96,42,0.05
7/26/2025,23:49:33,96,42,0.38
7/26/2025,23:49:34,96,42,0.7
7/26/2025,23:49:35,96,42,0.78
7/26/2025,23:49:36,96,42,0.85
7/26/2025,23:49:37,96,42,0.88
7/26/2025,23:49:38,96,42,0.88
7/26/2025,23:49:39,96,42,0.84
7/26/2025,23:49:40,96,41,0.85
7/26/2025,23:49:41,96,41,0.87
7/26/2025,23:49:42,96,42,0.9
7/26/2025,23:49:43,96,42,0.92
7/26/2025,23:49:44,96,42,0.92
7/26/2025,23:49:45,96,41,0.88
7/26/2025,23:49:46,95,41,0.9
7/26/2025,23:49:47,95,41,0.86
7/26/2025,23:49:48,95,41,0.86
7/26/2025,23:49:49,95,41,0.81
7/26/2025,23:49:50,95,41,0.85
7/26/2025,23:49:51,95,42,0.86
7/26/2025,23:49:52,97,41,1.04
7/26/2025,23:49:53,97,41,1.04
7/26/2025,23:49:54,97,41,1.02
7/26/2025,23:49:55,97,41,0.97
7/26/2025,23:49:56,97,41,0.95
7/26/2025,23:49:57,97,42,0.96
7/26/2025,23:49:58,97,42,0.96
7/26/2025,23:49:59,97,42,0.96
7/26/2025,23:50:00,97,42,0.97
7/26/2025,23:50:01,96,41,1.02
7/26/2025,23:50:02,96,43,0.98
7/26/2025,23:50:03,96,43,0.98
7/26/2025,23:50:04,96,43,1.1
7/26/2025,23:50:05,96,43,1.05
7/26/2025,23:50:06,96,43,0.96
7/26/2025,23:50:07,97,44,0.94
7/26/2025,23:50:08,97,44,0.88
7/26/2025,23:50:09,97,44,1.02
7/26/2025,23:50:10,98,44,1.06
7/26/2025,23:50:11,98,44,1.02
7/26/2025,23:50:12,98,44,0.64
7/26/2025,23:50:13,98,44,0.69
7/26/2025,23:50:14,98,44,0.69
7/26/2025,23:50:15,98,44,0.69
7/26/2025,23:50:16,98,44,0.69
7/26/2025,23:50:17,98,44,0.76
7/26/2025,23:50:18,98,44,0.82
7/26/2025,23:50:19,98,44,0.82
7/26/2025,23:50:20,98,44,0.79
7/26/2025,23:50:21,98,43,0.8
7/26/2025,23:50:22,98,43,0.82
7/26/2025,23:50:23,97,43,0.84
7/26/2025,23:50:24,96,43,0.82
7/26/2025,23:50:25,96,43,0.82
7/26/2025,23:50:26,96,43,0.87
7/26/2025,23:50:27,96,44,0.86
7/26/2025,23:50:28,96,44,0.83
7/26/2025,23:50:29,96,44,0.86
7/26/2025,23:50:30,96,43,0.85
7/26/2025,23:50:31,96,43,0.84
7/26/2025,23:50:32,96,42,0.84
7/26/2025,23:50:33,96,42,0.86
7/26/2025,23:50:34,96,42,0.87
7/26/2025,23:50:35,96,41,0.87
7/26/2025,23:50:36,96,41,0.87
7/26/2025,23:50:37,96,41,0.87
7/26/2025,23:50:38,96,41,0.86
7/26/2025,23:50:39,96,41,0.88
7/26/2025,23:50:40,96,41,0.88
7/26/2025,23:50:41,96,42,0.88
7/26/2025,23:50:42,96,42,0.9
7/26/2025,23:50:43,96,42,0.91
7/26/2025,23:50:44,96,42,0.9
7/26/2025,23:50:45,96,43,0.9
7/26/2025,23:50:46,96,44,0.9
7/26/2025,23:50:47,96,44,0.87
7/26/2025,23:50:48,96,45,0.89
7/26/2025,23:50:49,96,45,0.91
7/26/2025,23:50:50,96,45,0.91
7/26/2025,23:50:51,96,46,0.9
7/26/2025,23:50:52,97,46,0.89
7/26/2025,23:50:53,97,46,1.03
7/26/2025,23:50:54,97,45,1.09
7/26/2025,23:50:55,96,45,1.16
7/26/2025,23:50:56,96,45,1.65
7/26/2025,23:50:57,94,45,1.29
7/26/2025,23:50:58,93,45,1.1
7/26/2025,23:50:59,93,45,1.08
7/26/2025,23:51:00,93,44,1.1
7/26/2025,23:51:01,92,44,0.99
7/26/2025,23:51:02,92,44,0.91
7/26/2025,23:51:03,93,44,0.9
7/26/2025,23:51:04,94,44,0.89
7/26/2025,23:51:05,94,43,0.83
7/26/2025,23:51:06,94,43,0.8
7/26/2025,23:51:07,95,43,0.79
7/26/2025,23:51:08,95,43,0.78
7/26/2025,23:51:09,95,43,0.87
7/26/2025,23:51:10,95,42,0.94
7/26/2025,23:51:11,95,42,0.92
7/26/2025,23:51:12,95,42,0.93
7/26/2025,23:51:13,95,41,0.93
7/26/2025,23:51:14,95,43,0.93
7/26/2025,23:51:15,95,43,1
7/26/2025,23:51:16,96,43,1.05
7/26/2025,23:51:17,96,44,1.06
7/26/2025,23:51:18,96,44,1.07
7/26/2025,23:51:19,96,44,1.11
7/26/2025,23:51:20,96,45,1.08
7/26/2025,23:51:21,96,45,1.06
7/26/2025,23:51:22,96,46,1.06
7/26/2025,23:51:23,96,45,1.05
7/26/2025,23:51:24,96,45,1.07
7/26/2025,23:51:25,96,43,1.07
7/26/2025,23:51:26,96,43,1.1
7/26/2025,23:51:27,96,44,1.07
7/26/2025,23:51:28,96,44,1.1
7/26/2025,23:51:29,96,44,1.13
7/26/2025,23:51:30,96,45,1.12
7/26/2025,23:51:31,96,45,1.12
7/26/2025,23:51:32,96,45,1.12
7/26/2025,23:51:33,96,45,1.11
7/26/2025,23:51:34,96,45,1.07
7/26/2025,23:51:35,96,44,1.04
7/26/2025,23:51:36,96,43,1.03
7/26/2025,23:51:37,96,43,1.04
7/26/2025,23:51:38,96,42,1
7/26/2025,23:51:39,96,41,1
7/26/2025,23:51:40,96,41,1.01
7/26/2025,23:51:41,96,41,1
7/26/2025,23:51:42,96,40,1
7/26/2025,23:51:43,96,40,1
7/26/2025,23:51:44,96,40,1
7/26/2025,23:51:45,96,40,1
7/26/2025,23:51:46,96,40,1
7/26/2025,23:51:47,96,40,1.03
7/26/2025,23:51:48,96,40,1.05
7/26/2025,23:51:49,96,40,1.02
7/26/2025,23:51:50,96,40,1.04
7/26/2025,23:51:51,97,40,1.04
7/26/2025,23:51:52,97,40,1.05
7/26/2025,23:51:53,97,40,1.07
7/26/2025,23:51:54,97,40,1.07
7/26/2025,23:51:55,97,40,1.09
7/26/2025,23:51:56,97,40,1.1
7/26/2025,23:51:57,96,40,1.11
7/26/2025,23:51:58,97,40,1.14
7/26/2025,23:51:59,97,40,1.09
7/26/2025,23:52:00,96,41,1.14
7/26/2025,23:52:01,96,42,1.18
7/26/2025,23:52:02,96,42,1.18
7/26/2025,23:52:03,96,42,1.15
7/26/2025,23:52:04,96,42,1.14
7/26/2025,23:52:05,96,42,1.11
7/26/2025,23:52:06,96,41,1.11
7/26/2025,23:52:07,96,41,1.11
7/26/2025,23:52:08,96,41,1.11
7/26/2025,23:52:09,96,41,1.09
7/26/2025,23:52:10,96,41,1.09
7/26/2025,23:52:11,96,41,1.09
7/26/2025,23:52:12,96,41,1.12
7/26/2025,23:52:13,96,41,1.12
7/26/2025,23:52:14,96,41,1.11
7/26/2025,23:52:15,96,41,1.14
7/26/2025,23:52:16,96,41,1.14
